review,rating,date,bank_name,source,sentiment_score,sentiment_label
🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤢🤢🤢🤢🤢🤢🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑,5,2024-01-25,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Very good and simple for use,3,2024-01-25,Commercial Bank of Ethiopia,Google Play,0.4927,positive
"The app is broken, I can't see my balance or use any of the services ,when I try to transfer or do any thing else, error message ""none available ""appears. Please fix this problem.",1,2024-01-24,Commercial Bank of Ethiopia,Google Play,-0.8577,negative
"The app that I use didn't transfer money to my telebirr account. There's no where to be found ""Transfer to Telebirr"". Only transfer to Telebirr agent is available and it require short code. It turns to be boring app ever.",1,2024-01-24,Commercial Bank of Ethiopia,Google Play,-0.5423,negative
Good ap,5,2024-01-24,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Very good,5,2024-01-24,Commercial Bank of Ethiopia,Google Play,0.4927,positive
İs app is so hassle for use,1,2024-01-24,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Top app,5,2024-01-24,Commercial Bank of Ethiopia,Google Play,0.2023,positive
"The new version is useless it doesn't work at all, very disappointing.",1,2024-01-24,Commercial Bank of Ethiopia,Google Play,-0.7425,negative
Its not working,1,2024-01-24,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Fast and reliable app .,5,2024-01-23,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Good but do more on it,4,2024-01-23,Commercial Bank of Ethiopia,Google Play,0.2382,positive
I'm so happy in these Apps,5,2024-01-22,Commercial Bank of Ethiopia,Google Play,0.6115,positive
Best app,5,2024-01-22,Commercial Bank of Ethiopia,Google Play,0.6369,positive
Nice app.,5,2024-01-22,Commercial Bank of Ethiopia,Google Play,0.4215,positive
Good app,1,2024-01-21,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Perfect!,5,2024-01-21,Commercial Bank of Ethiopia,Google Play,0.6114,positive
Good Well,5,2024-01-21,Commercial Bank of Ethiopia,Google Play,0.6124,positive
It's good app.,5,2024-01-20,Commercial Bank of Ethiopia,Google Play,0.4404,positive
It is easy to use and simplify everything,4,2024-01-20,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Nice,5,2024-01-19,Commercial Bank of Ethiopia,Google Play,0.4215,positive
Please check this application best,5,2024-01-19,Commercial Bank of Ethiopia,Google Play,0.7579,positive
Can't sync any more. I think it needs some updates,1,2024-01-19,Commercial Bank of Ethiopia,Google Play,0.0,neutral
waw very nice app,5,2024-01-19,Commercial Bank of Ethiopia,Google Play,0.4754,positive
Not Best app,1,2024-01-19,Commercial Bank of Ethiopia,Google Play,-0.5216,negative
Good,5,2024-01-19,Commercial Bank of Ethiopia,Google Play,0.4404,positive
it stops raining why?,1,2024-01-19,Commercial Bank of Ethiopia,Google Play,-0.1531,negative
M-pesa lay genzab leke 100 ber belabegn,5,2024-01-18,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Poor,2,2024-01-18,Commercial Bank of Ethiopia,Google Play,-0.4767,negative
Wow,5,2024-01-18,Commercial Bank of Ethiopia,Google Play,0.5859,positive
Good app,5,2024-01-18,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Good,5,2024-01-17,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Very nice,5,2024-01-17,Commercial Bank of Ethiopia,Google Play,0.4754,positive
Nice app,5,2024-01-17,Commercial Bank of Ethiopia,Google Play,0.4215,positive
"1. It is good, flexible, simple and easy. But it can't serve offiline and didn't compliment with the ussd *889# 2. Checking Account balance is off and hidden under transfer.",4,2024-01-17,Commercial Bank of Ethiopia,Google Play,0.0049,neutral
Nice,4,2024-01-16,Commercial Bank of Ethiopia,Google Play,0.4215,positive
Good app,3,2024-01-16,Commercial Bank of Ethiopia,Google Play,0.4404,positive
It says non available always disappointing,1,2024-01-16,Commercial Bank of Ethiopia,Google Play,-0.4939,negative
Tha best one,1,2024-01-16,Commercial Bank of Ethiopia,Google Play,0.6369,positive
good,5,2024-01-15,Commercial Bank of Ethiopia,Google Play,0.4404,positive
This Application is super fast and Amazing performance. Thanks CBE,5,2024-01-15,Commercial Bank of Ethiopia,Google Play,0.891,positive
Wonderful mobile Banking application,5,2024-01-15,Commercial Bank of Ethiopia,Google Play,0.5719,positive
Most of the things work just fine. But the transaction history doesn't work properly/right.,2,2024-01-15,Commercial Bank of Ethiopia,Google Play,0.1027,positive
Pharmacy professional,1,2024-01-15,Commercial Bank of Ethiopia,Google Play,0.0,neutral
"If Zero and negative rating is allowed the TCB bank's this application and *889# & +951 deserves -100. I am calling the bank TCB b/s they shouldn't allowed to use Ethiopia for Trash bank). ""None Available"" for all service b/s of their management uncalculated, illogical & greedious decision of service charges which wasn't stayed morethan 5 days. Why should I go to Addis Ababa just I opened my account in Addis I while I am living in Dire in the current era where all things are digitally connected?",1,2024-01-14,Commercial Bank of Ethiopia,Google Play,-0.8316,negative
Very stable and easy to use it's way better than any other bank apps,4,2024-01-14,Commercial Bank of Ethiopia,Google Play,0.8204,positive
Great,5,2024-01-14,Commercial Bank of Ethiopia,Google Play,0.6249,positive
Very good app,5,2024-01-14,Commercial Bank of Ethiopia,Google Play,0.4927,positive
Why verification online or sms?,1,2024-01-13,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Good,5,2024-01-13,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Bist,5,2024-01-13,Commercial Bank of Ethiopia,Google Play,0.0,neutral
😜😘😍,5,2024-01-13,Commercial Bank of Ethiopia,Google Play,0.7003,positive
It is fast and secure.,5,2024-01-12,Commercial Bank of Ethiopia,Google Play,0.34,positive
Daldalaa 🇪🇹,5,2024-01-12,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Exceptional one,5,2024-01-12,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Top app,5,2024-01-12,Commercial Bank of Ethiopia,Google Play,0.2023,positive
Good,5,2024-01-12,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Good,5,2024-01-11,Commercial Bank of Ethiopia,Google Play,0.4404,positive
"I haven't been seen on it any problems before but here i faced some obstacles to enter to my account it says me ""no account available"" so help me and solve this problem.",4,2024-01-11,Commercial Bank of Ethiopia,Google Play,-0.3613,negative
"Always eventough I have enough balance I cant make bill payment saying insuffcient balance. I always have to ask other for adding me more extra money. If it is your marketing stategy to make people deposite more, thats not a strategy....its theft ለዛውም የማይረባ ብር ለመለቃቀም ብላችሁ",1,2024-01-11,Commercial Bank of Ethiopia,Google Play,0.0,neutral
I can not use the app after I reinstall it while I am abroad. It requested me to get security key from nearedt CBE branch. There is no CBE branch overseas. Due to this reason I can not acess my acount using the app!!! CBE should resolve this for diaspora customers.,3,2024-01-11,Commercial Bank of Ethiopia,Google Play,0.5684,positive
"It was better if it showed at least the last 20 transactions, and one good thing is you can search people from history by their name.",3,2024-01-11,Commercial Bank of Ethiopia,Google Play,0.7003,positive
Awesome,5,2024-01-11,Commercial Bank of Ethiopia,Google Play,0.6249,positive
the worst app and bank in Ethiopia ever. Yoy have to come to their branch to start your mobile banking and have way too high transaction fee and hidden cost for every transaction.,1,2024-01-11,Commercial Bank of Ethiopia,Google Play,-0.6249,negative
Thank to God,5,2024-01-10,Commercial Bank of Ethiopia,Google Play,0.5574,positive
I love this application it is easy to use and fast . i recomed that it may use with out network if it is possible,5,2024-01-10,Commercial Bank of Ethiopia,Google Play,0.7964,positive
👌,5,2024-01-09,Commercial Bank of Ethiopia,Google Play,0.7297,positive
Best 100%,5,2024-01-09,Commercial Bank of Ethiopia,Google Play,0.6369,positive
Nice app,5,2024-01-09,Commercial Bank of Ethiopia,Google Play,0.4215,positive
Great,4,2024-01-09,Commercial Bank of Ethiopia,Google Play,0.6249,positive
Its good app,5,2024-01-09,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Not working,1,2024-01-09,Commercial Bank of Ethiopia,Google Play,0.0,neutral
እጅግ ፈጣን እጅግ ቀላል,5,2024-01-08,Commercial Bank of Ethiopia,Google Play,0.0,neutral
So best,5,2024-01-08,Commercial Bank of Ethiopia,Google Play,0.6697,positive
Why it says critical update repeatdly and when I updated asks similar question,2,2024-01-08,Commercial Bank of Ethiopia,Google Play,-0.3182,negative
Not user-friendly.,1,2024-01-08,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Good 👍,5,2024-01-08,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Cool,5,2024-01-07,Commercial Bank of Ethiopia,Google Play,0.3182,positive
Good application,5,2024-01-07,Commercial Bank of Ethiopia,Google Play,0.4404,positive
The most comfortable app... fast booom 🥰🥰,5,2024-01-07,Commercial Bank of Ethiopia,Google Play,0.9595,positive
Kelifa jemal,5,2024-01-07,Commercial Bank of Ethiopia,Google Play,0.0,neutral
my rooted send me,5,2024-01-06,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Best app ever.,5,2024-01-06,Commercial Bank of Ethiopia,Google Play,0.6369,positive
No way to give negative feedback. toughen up!,5,2024-01-06,Commercial Bank of Ethiopia,Google Play,-0.7263,negative
etc,5,2024-01-06,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Good,1,2024-01-06,Commercial Bank of Ethiopia,Google Play,0.4404,positive
For late some times but more is good work,2,2024-01-06,Commercial Bank of Ethiopia,Google Play,0.6448,positive
Thanks for your help,5,2024-01-06,Commercial Bank of Ethiopia,Google Play,0.6808,positive
Gena salgeba new verification miteyikegn keyet endametaw new??,1,2024-01-06,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Perfect,5,2024-01-06,Commercial Bank of Ethiopia,Google Play,0.5719,positive
It should be more secure if some one knows my pin which is very short 4 digit number can be cheated its worisome to use it,1,2024-01-06,Commercial Bank of Ethiopia,Google Play,-0.079,negative
I found this app so useful. I'm a 17 years old and I used CBE for almost 2 and half years now I got this app so I don't go to any branch instead I use this app.,5,2024-01-06,Commercial Bank of Ethiopia,Google Play,0.5777,positive
Best,5,2024-01-06,Commercial Bank of Ethiopia,Google Play,0.6369,positive
Mobile banking is very important.,5,2024-01-06,Commercial Bank of Ethiopia,Google Play,0.2716,positive
Not working my application 20 days olmost I'm not in ethiophia now 😢,1,2024-01-06,Commercial Bank of Ethiopia,Google Play,-0.4767,negative
"Woow nice app. I think the new update is very nice because after i update it, It didnt ask me to go to branch for authorization.",5,2024-01-05,Commercial Bank of Ethiopia,Google Play,0.7089,positive
Smart,5,2024-01-05,Commercial Bank of Ethiopia,Google Play,0.4019,positive
This app is not worthy to be trusted with handling large amount of money. Becareful with this kind of badly developed app.,2,2024-01-05,Commercial Bank of Ethiopia,Google Play,-0.4017,negative
Best,5,2024-01-05,Commercial Bank of Ethiopia,Google Play,0.6369,positive
Good app,5,2024-01-05,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Nice,5,2024-01-05,Commercial Bank of Ethiopia,Google Play,0.4215,positive
Best App,5,2024-01-05,Commercial Bank of Ethiopia,Google Play,0.6369,positive
So easy. Faster!,4,2024-01-05,Commercial Bank of Ethiopia,Google Play,0.54,positive
Good,5,2024-01-05,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Up date it,2,2024-01-05,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Bad,1,2024-01-05,Commercial Bank of Ethiopia,Google Play,-0.5423,negative
wow it's amazing platform for sure. Speedy and fast transaction that everyone enjoy to it.,5,2024-01-05,Commercial Bank of Ethiopia,Google Play,0.9201,positive
good,5,2024-01-04,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Thank you!,5,2024-01-04,Commercial Bank of Ethiopia,Google Play,0.4199,positive
Good,5,2024-01-04,Commercial Bank of Ethiopia,Google Play,0.4404,positive
"I have no words to appreciate, thanks. It simplifies our daily life.",5,2024-01-04,Commercial Bank of Ethiopia,Google Play,0.5267,positive
Great,5,2024-01-03,Commercial Bank of Ethiopia,Google Play,0.6249,positive
Worst app in the world 🌎,1,2024-01-03,Commercial Bank of Ethiopia,Google Play,-0.6249,negative
ሙሠማ ኸሊል 100,1,2024-01-03,Commercial Bank of Ethiopia,Google Play,0.0,neutral
If you want change your phone device or if your app suddenly deleted you must go to Bank branch and pay CBE mobile banking activation payment again and again. this is not appropriate. additionally customer service at branch is disgusting,1,2024-01-03,Commercial Bank of Ethiopia,Google Play,-0.5423,negative
Haadha,5,2024-01-03,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Nice,5,2024-01-03,Commercial Bank of Ethiopia,Google Play,0.4215,positive
Totally no response when calling on 951.,2,2024-01-03,Commercial Bank of Ethiopia,Google Play,-0.3597,negative
Absolutely garbage,1,2024-01-03,Commercial Bank of Ethiopia,Google Play,0.0,neutral
It's very hubs new,5,2024-01-03,Commercial Bank of Ethiopia,Google Play,0.0,neutral
"What is this ""none available"" nonsense? The Mobile banking doesn't work either. I even went to a nearby bank to get it fixed but they don't even know what to do. This is so frustrating.",1,2024-01-03,Commercial Bank of Ethiopia,Google Play,-0.6687,negative
INTERNET BANKING methba,5,2024-01-03,Commercial Bank of Ethiopia,Google Play,0.0,neutral
driver,5,2024-01-02,Commercial Bank of Ethiopia,Google Play,0.0,neutral
More secured application,5,2024-01-02,Commercial Bank of Ethiopia,Google Play,0.4576,positive
Nec,5,2024-01-02,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Good,5,2024-01-02,Commercial Bank of Ethiopia,Google Play,0.4404,positive
The app didn't function,1,2024-01-02,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Good Job,5,2024-01-02,Commercial Bank of Ethiopia,Google Play,0.4404,positive
It is 🤙🤙🤙🤙,5,2024-01-02,Commercial Bank of Ethiopia,Google Play,0.9153,positive
nice app for me to use,5,2024-01-02,Commercial Bank of Ethiopia,Google Play,0.4215,positive
App is don't show balance,1,2024-01-01,Commercial Bank of Ethiopia,Google Play,0.0,neutral
why can't sync all day while there is Internet pls fix it ASAP,1,2024-01-01,Commercial Bank of Ethiopia,Google Play,0.0772,positive
Best app,5,2024-01-01,Commercial Bank of Ethiopia,Google Play,0.6369,positive
Reliable,5,2024-01-01,Commercial Bank of Ethiopia,Google Play,0.0,neutral
cool app,3,2024-01-01,Commercial Bank of Ethiopia,Google Play,0.3182,positive
Best service,5,2024-01-01,Commercial Bank of Ethiopia,Google Play,0.6369,positive
Pleas give me loan,5,2023-12-31,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Good app,5,2023-12-31,Commercial Bank of Ethiopia,Google Play,0.4404,positive
Nice 👍,5,2023-12-31,Commercial Bank of Ethiopia,Google Play,0.4215,positive
Fast and user friendly,5,2023-12-31,Commercial Bank of Ethiopia,Google Play,0.4939,positive
Very help full,5,2023-12-31,Commercial Bank of Ethiopia,Google Play,0.4576,positive
The home page is bad,3,2023-12-30,Commercial Bank of Ethiopia,Google Play,-0.5423,negative
It has every solution for every Ethiopians,5,2023-12-30,Commercial Bank of Ethiopia,Google Play,0.3182,positive
Good,5,2023-12-30,Commercial Bank of Ethiopia,Google Play,0.4404,positive
I love it it is perfect I am proud of my bank,5,2023-12-30,Commercial Bank of Ethiopia,Google Play,0.9001,positive
